=== host: a14  date: 2026年  7月  5日 日曜日 22:49:45 JST ===
full sweep N=1024..2^20, 11pts, min0.5s (matches JACC.jl)

############## fp32_base ##############
./e2_base,1024,6.2758088700000003e-01,4096,1.5321798999023438e-04,6.8436872201941357e+09,1.5056111884427100e+11,32,32
./e2_base,2048,6.4627727600000007e-01,2048,3.1556507617187503e-04,1.3291407436086302e+10,2.9241096359389862e+11,32,32
./e2_base,4096,6.6521341700000003e-01,1024,6.4962247753906253e-04,2.5826101435954651e+10,5.6817423159100232e+11,32,32
./e2_base,8192,6.6989059600000000e-01,512,1.3083800703125000e-03,5.1291566971034180e+10,1.1284144733627520e+12,32,32
./e2_base,16384,6.7175429100000006e-01,256,2.6240401992187502e-03,1.0229853036547256e+11,2.2505676680403965e+12,32,32
./e2_base,32768,6.7404315100000001e-01,128,5.2659621171875001e-03,2.0390230694889148e+11,4.4858507528756123e+12,32,32
./e2_base,65536,6.7850313800000006e-01,64,1.0601611531250001e-02,4.0512400245376605e+11,8.9127280539828535e+12,32,32
./e2_base,131072,6.9191599200000009e-01,32,2.1622374750000003e-02,7.9454127414936218e+11,1.7479908031285969e+13,32,32
./e2_base,262144,6.3993921200000004e-01,8,7.9992401500000004e-02,8.5907505522258887e+11,1.8899651214896953e+13,32,32
./e2_base,524288,9.5559622700000002e-01,4,2.3889905675000001e-01,1.1506027302219561e+12,2.5313260064883031e+13,32,32
./e2_base,1048576,7.9402349800000005e-01,1,7.9402349800000005e-01,1.3847343693800859e+12,3.0464156126361891e+13,32,32

############## fp32_bare ##############
./e2_bare,1024,5.1010503200000001e-01,4096,1.2453736132812500e-04,8.4197704915014439e+09,1.8523495081303177e+11,32,32
./e2_bare,2048,5.3059772599999999e-01,2048,2.5908092089843750e-04,1.6189165861596626e+10,3.5616164895512579e+11,32,32
./e2_bare,4096,1.1017805890000001e+00,2048,5.3797880322265629e-04,3.1185645046792522e+10,6.8608419102943555e+11,32,32
./e2_bare,8192,1.1024530660000000e+00,1024,1.0766143222656250e-03,6.2333244702500557e+10,1.3713313834550122e+12,32,32
./e2_bare,16384,1.1036288560000000e+00,512,2.1555251093750001e-03,1.2453367155524973e+11,2.7397407742154941e+12,32,32
./e2_bare,32768,1.1064521400000000e+00,256,4.3220786718750001e-03,2.4843180920956961e+11,5.4654998026105312e+12,32,32
./e2_bare,65536,1.1134433900000000e+00,128,8.6987764843750003e-03,4.9374383900020276e+11,1.0862364458004461e+13,32,32
./e2_bare,131072,1.1347488220000002e+00,64,1.7730450343750002e-02,9.6894714183364880e+11,2.1316837120340273e+13,32,32
./e2_bare,262144,1.0374232990000001e+00,16,6.4838956187500005e-02,1.0598485968416638e+12,2.3316669130516605e+13,32,32
./e2_bare,524288,7.7246557200000010e-01,4,1.9311639300000003e-01,1.4233794587495220e+12,3.1314348092489484e+13,32,32
./e2_bare,1048576,6.4294070300000006e-01,1,6.4294070300000006e-01,1.7101291342197073e+12,3.7622840952833562e+13,32,32
=== done: 2026年  7月  5日 日曜日 22:50:05 JST ===
